exporte_und_importe_pro_region_und_guterkategorie,x2,x3,x4,x5,x6,x7,x8,x9
Bundesamt für Zoll- und Grenzsicherheit BAZG,NA,NA,NA,NA,NA,NA,NA,NA
"Total 1: OHNE Edelmetalle, Edel- und Schmucksteine, Kunstgegenstände und Antiquitäten. Total 2: MIT Edelmetallen, Edel- und Schmucksteinen, Kunstgegenständen und Antiquitäten. Einige Güterkategorien sind aus Gründen des Datenschutzes zusammengefasst.",NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
vk,jahr,continent_desc,region,cpa_section,cpa2,cpa2_desc,tot1_chf,tot2_chf
EXP,2018,Amerika,Übriges Amerika,C,21,Pharmazeutische Erzeugnisse,5480050,5480050
EXP,2018,Amerika,Übriges Amerika,C,22,Gummi- und Kunststoffwaren,11134984,11134984
EXP,2018,Amerika,Übriges Amerika,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",5803089,5803089
EXP,2018,Amerika,Übriges Amerika,C,24,Metalle,619400,646553
EXP,2018,Amerika,Übriges Amerika,C,25,Metallerzeugnisse,7830221,7830221
EXP,2018,Amerika,Übriges Amerika,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",65575851,65575851
EXP,2018,Amerika,Übriges Amerika,C,27,Elektrische Ausrüstungen,35895517,35895517
EXP,2018,Amerika,Übriges Amerika,C,28,Maschinen,86194068,86194068
EXP,2018,Amerika,Übriges Amerika,C,29,Kraftwagen und Kraftwagenteile,554283,554283
EXP,2018,Amerika,Übriges Amerika,C,30,Sonstige Fahrzeuge,41162523,41162523
EXP,2018,Amerika,Übriges Amerika,C,31,Möbel,837282,837282
EXP,2018,Amerika,Übriges Amerika,C,32,"Waren, a.n.g.",41911424,41911524
EXP,2018,Amerika,Übriges Amerika,J,58,Dienstleistungen des Verlagswesens,541398,541398
EXP,2018,Amerika,Übriges Amerika,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",185488,185488
EXP,2018,Amerika,Übriges Amerika,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,3045961
EXP,2018,Amerika,Übriges Amerika,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,522852
EXP,2018,Amerika,Übriges Amerika,NA,NA,Verschiedene (weitere) Güterkategorien,164471,776649
EXP,2018,Asien,Asien,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,50408,50408
EXP,2018,Asien,Asien,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,15380,33921
EXP,2018,Asien,Asien,C,10,Nahrungs- und Futtermittel,110000952,110000952
EXP,2018,Asien,Asien,C,11,Getränke,12582985,12582985
EXP,2018,Asien,Asien,C,13,Textilien,4786679,4786679
EXP,2018,Asien,Asien,C,14,Bekleidung,3152274,3152274
EXP,2018,Asien,Asien,C,15,Leder und Lederwaren,17359936,17359936
EXP,2018,Asien,Asien,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,518225,518225
EXP,2018,Asien,Asien,C,17,"Papier, Pappe und Waren daraus",639464,639464
EXP,2018,Asien,Asien,C,18,"Druckereileistungen und Dienstleistungen der Vervielfältigung bespielter Ton-, Bild- und Datenträger",81366,81366
EXP,2018,Asien,Asien,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,28465373,28465373
EXP,2018,Asien,Asien,C,20,Chemische Erzeugnisse,249495703,249495703
EXP,2018,Asien,Asien,C,21,Pharmazeutische Erzeugnisse,16778091,16778091
EXP,2018,Asien,Asien,C,22,Gummi- und Kunststoffwaren,45547250,45547250
EXP,2018,Asien,Asien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",21482289,21482289
EXP,2018,Asien,Asien,C,24,Metalle,10592755,5799917324
EXP,2018,Asien,Asien,C,25,Metallerzeugnisse,88066998,88066998
EXP,2018,Asien,Asien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",932669225,932669225
EXP,2018,Asien,Asien,C,27,Elektrische Ausrüstungen,240048745,240048745
EXP,2018,Asien,Asien,C,28,Maschinen,894505319,894505319
EXP,2018,Asien,Asien,C,29,Kraftwagen und Kraftwagenteile,4453856,4453856
EXP,2018,Asien,Asien,C,30,Sonstige Fahrzeuge,65115234,65115234
EXP,2018,Asien,Asien,C,31,Möbel,6973873,6973873
EXP,2018,Asien,Asien,C,32,"Waren, a.n.g.",185765801,199997516
EXP,2018,Asien,Asien,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",16091831,16091831
EXP,2018,Asien,Asien,J,58,Dienstleistungen des Verlagswesens,42197761,42197761
EXP,2018,Asien,Asien,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",2504547,2504547
EXP,2018,Asien,Asien,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,10237479
EXP,2018,Asien,Asien,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,12924332
EXP,2018,Asien,Asien,NA,NA,Verschiedene (weitere) Güterkategorien,187292,196476
EXP,2018,Europa,EU27,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,9625460,9625460
EXP,2018,Europa,EU27,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,4175592,4175592
EXP,2018,Europa,EU27,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,1689521,1690721
EXP,2018,Europa,EU27,C,10,Nahrungs- und Futtermittel,495589373,495589373
EXP,2018,Europa,EU27,C,11,Getränke,6897189,6897189
EXP,2018,Europa,EU27,C,13,Textilien,71695156,71695156
EXP,2018,Europa,EU27,C,14,Bekleidung,345806002,345806002
EXP,2018,Europa,EU27,C,15,Leder und Lederwaren,56686265,56686265
EXP,2018,Europa,EU27,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,12356121,12356121
EXP,2018,Europa,EU27,C,17,"Papier, Pappe und Waren daraus",22642694,22642694
EXP,2018,Europa,EU27,C,18,"Druckereileistungen und Dienstleistungen der Vervielfältigung bespielter Ton-, Bild- und Datenträger",4046572,4046572
EXP,2018,Europa,EU27,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,19179199,19179199
EXP,2018,Europa,EU27,C,20,Chemische Erzeugnisse,707856437,708067198
EXP,2018,Europa,EU27,C,21,Pharmazeutische Erzeugnisse,89592062,89592062
EXP,2018,Europa,EU27,C,22,Gummi- und Kunststoffwaren,330449003,330449003
EXP,2018,Europa,EU27,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",74479822,74479822
EXP,2018,Europa,EU27,C,24,Metalle,91723447,347512099
EXP,2018,Europa,EU27,C,25,Metallerzeugnisse,426017779,426017779
EXP,2018,Europa,EU27,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",1474229046,1474229046
EXP,2018,Europa,EU27,C,27,Elektrische Ausrüstungen,787216222,787216222
EXP,2018,Europa,EU27,C,28,Maschinen,1423724651,1423724651
